,name,pdf_url
0,open_access/34335744,https://doi.org/10.1155/2021/3984463
1,open_access/34297944,nan
2,open_access/34288963,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0254976&type=printable
3,open_access/34290286,https://www.nature.com/articles/s41598-021-92864-y.pdf
4,open_access/34288951,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0254950&type=printable
5,open_access/34298156,nan
6,open_access/34290333,https://www.nature.com/articles/s41598-021-94362-7.pdf
7,open_access/34354949,https://www.frontiersin.org/articles/10.3389/fonc.2021.700343/pdf
8,open_access/34298143,nan
9,open_access/34250754,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/epi4.12520
10,open_access/34359385,https://www.mdpi.com/2075-4418/11/7/1299/pdf
11,open_access/34301476,nan
12,open_access/34350848,nan
13,open_access/34332347,http://arxiv.org/pdf/2102.12191
14,open_access/34300667,https://www.mdpi.com/1424-8220/21/14/4928/pdf
15,open_access/34282889,nan
16,open_access/34429791,https://www.termedia.pl/Journal/-126/pdf-44885-10?filename=Non-invasive.pdf
17,open_access/34293465,https://doi.org/10.1016/j.neuroimage.2021.118409
18,open_access/34381322,https://downloads.hindawi.com/journals/cmmi/2021/7598613.pdf
19,open_access/34284765,https://bmcmedinformdecismak.biomedcentral.com/track/pdf/10.1186/s12911-021-01583-x
20,open_access/34493478,nan
21,open_access/34335865,https://downloads.hindawi.com/journals/cmmm/2021/7259414.pdf
22,open_access/34354733,https://www.frontiersin.org/articles/10.3389/fgene.2021.661109/pdf
23,open_access/34316330,https://www.oncotarget.com/article/28022/pdf/
24,open_access/34252029,https://ieeexplore.ieee.org/ielx7/7333/4359219/09481100.pdf
25,open_access/34129688,nan
26,open_access/34336164,https://downloads.hindawi.com/journals/jhe/2021/6761364.pdf
27,open_access/34377105,https://downloads.hindawi.com/journals/cmmi/2021/9668836.pdf
28,open_access/34285324,https://www.nature.com/articles/s41598-021-94347-6.pdf
29,open_access/34286375,https://link.springer.com/content/pdf/10.1007/s00330-021-08132-0.pdf
30,open_access/34348858,https://doi.org/10.1016/j.bjorl.2021.06.002
31,open_access/34300672,https://www.mdpi.com/1424-8220/21/14/4926/pdf
32,open_access/34283883,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0254997&type=printable
33,open_access/34231244,nan
34,open_access/34284747,https://bmcpsychiatry.biomedcentral.com/track/pdf/10.1186/s12888-021-03373-1
35,open_access/34298373,http://www.ejcancer.com/article/S095980492100335X/pdf
36,open_access/34336162,https://downloads.hindawi.com/journals/jhe/2021/6472440.pdf
37,open_access/34283036,https://medinform.jmir.org/2021/7/e29226/PDF
38,open_access/34282632,nan
39,open_access/34214211,nan
40,open_access/34105165,nan
41,open_access/34285309,https://www.nature.com/articles/s41598-021-94305-2.pdf
42,open_access/34354943,https://www.frontiersin.org/articles/10.3389/fonc.2021.679764/pdf
43,open_access/34279719,nan
44,open_access/33290209,nan
45,open_access/34349618,https://www.frontiersin.org/articles/10.3389/fnins.2021.692575/pdf
46,open_access/34305440,https://link.springer.com/content/pdf/10.1007/s11042-021-11192-5.pdf
47,open_access/34350220,https://www.frontiersin.org/articles/10.3389/fcvm.2021.697737/pdf
48,open_access/34282208,https://www.nature.com/articles/s41598-021-94007-9.pdf
49,open_access/34513238,https://doi.org/10.1364/boe.430467
50,open_access/34282605,https://doi.org/10.3346/jkms.2021.36.e187
51,open_access/34279815,https://link.springer.com/content/pdf/10.1007/s15010-021-01656-z.pdf
52,open_access/34350211,https://www.frontiersin.org/articles/10.3389/fmolb.2021.698334/pdf
53,open_access/34282538,nan
54,open_access/34293685,https://doi.org/10.1016/j.tranon.2021.101183
55,open_access/34364092,nan
56,open_access/34298828,https://www.mdpi.com/2072-6694/13/14/3616/pdf
57,open_access/34280224,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0254704&type=printable
58,open_access/34765323,https://ieeexplore.ieee.org/ielx7/6221039/9246949/09490248.pdf
59,open_access/34298824,https://www.mdpi.com/2072-6694/13/14/3611/pdf
60,open_access/34765324,https://ieeexplore.ieee.org/ielx7/6221039/9246949/09490258.pdf
61,open_access/34356289,https://www.mdpi.com/2227-9032/9/7/911/pdf
62,open_access/34181581,nan
63,open_access/34282236,https://www.nature.com/articles/s41598-021-94243-z.pdf
64,open_access/34325148,https://doi.org/10.1016/j.media.2021.102184
65,open_access/34245106,nan
66,open_access/34284118,nan
67,open_access/34275203,nan
68,open_access/34275469,https://biodatamining.biomedcentral.com/track/pdf/10.1186/s13040-021-00265-8
69,open_access/34275163,nan
70,open_access/34300076,https://www.mdpi.com/1660-4601/18/14/7625/pdf
